Price,Name,Brand,Size,Packaging,Limitation,Female,Male,Homo,Perufme,EdP,EdT,EdC,Floral,Fruity,Food,Amber,Woody,Leather,Aquatic,Green,Other,Fresh/Energetic,Warm,Classic,Sweet,Individual,Support
28,Candy,Prada,0.34,0.3,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
29,The One,Dolce & Gabbana,0.2,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
38,Provocative Interlude,Elizabeth Arden,1.7,0.35,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2
39,Splendor,Elizabeth Arden,2.5,0.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
42,Provocative,Elizabeth Arden,1.7,0.3,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
45,Untold Absolu,Elizabeth Arden,1.7,0.5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
48,Happy Cologue,Clinique,1.7,0.2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
49,Sunflowers,Elizabeth Arden,3.3,0.1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
50,Always Red Femme,Elizabeth Arden,1.7,0.37,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2
52,Green Tea,Elizabeth Arden,3.3,0.2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
52,Dancing,Jessica Mcclintock,1.7,0.3,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2
54,Eternity Aqua,CK,1.7,0.15,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2
56,Truth,CK,1.7,0.3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2
58,Versace Signature,Versace,1.7,0.45,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
58,Happy,Clinique,1.7,0.1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
58,Very Sexy Platinum For Him Cologne,VICTORIA'S SECRET,1.7,0.4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
60,Bright Crystal,Versace,1,0.2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
60,Arden Beauty,Elizabeth Arden,3.3,0.5,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,2
60,Coach EdT,Coach,1.7,0.55,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2
62,CHANCE EAU TENDRE Eau de Toilette,Chanel,1.2,0.3,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
63,Her Blossom Eau de Toilette,Burberry,1,0.15,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
65,Flora By Gucci - Gorgeous Gardenia,Gucci,1,0.35,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
65,Coach for Men,Coach,2,0.55,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2
67,Jessica Simpson Signature,Jessica Mcclintock,3.4,0.5,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2
68,Jessica Mcclintock,Jessica Mcclintock,3.4,0.35,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
69,Always Red Femme,Elizabeth Arden,3.3,0.37,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2
70,Black Cedarwood & Juniper Cologne,JoMalone,1,0.1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2
70,Omnia Pink Sapphire Candy,BVLGARI,1.3,0.7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
70,Omnia Crystalline Candy ,BVLGARI,1.3,0.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
70,Men's Luna Rossa Sport ,Prada,1.7,0.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
72,Versace Eros Pour Femme,Versace,1,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
72,Juicy Couture Malibu ,Juicy Couture,2.5,0.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
72,Men's La Nuit de L'homme,Yves Saint Laurent,2,0.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
73,Eternity Women,CK,3.4,0.25,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,2
74,My Burberry Black Parfum,Burberry,1,0.4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2
75,Bloom Eau de Parfum For Her,Gucci,1,0.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
75,J'Adore,Dior,1,0.55,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
75,Coach EdT,Coach,3.4,0.55,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2
76,Daisy Eau So Fresh Twinkle,Marc Jacobs,2.5,0.65,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
77,SAUVAGE,Dior,2,0.35,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
78,Burberry For Women,Burberry,1.7,0.5,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2
78,Untold Absolu,Elizabeth Arden,3.3,0.5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
78,Aromatics Black,Clinique,3.4,0.35,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,2
78,Libre,Yves Saint Laurent,1,0.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
79,Eternity Aqua,CK,3.4,0.15,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2
80,Flora By Gucci - Gorgeous Gardenia,Gucci,1.7,0.35,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
80,Miss Dior,Dior,1.7,0.45,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
80,Exceptional Because You Are Women,Exceptional Parfums,3.4,0.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
80,Coach EdP,Coach,1.7,0.55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
80,DOLCE&GABBANA Light Blue,Dolce & Gabbana,1.6,0.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
80,L'Homme Prada L'Eau Men's,Prada,1.7,0.6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
82,Versace Signature,Versace,3.4,0.45,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
82,Happy,Clinique,3.4,0.1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
85,My Burberry Eau de Toilette,Burberry,1.7,0.4,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
85,Juicy Couture,Juicy Couture,1.7,0.8,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2
85,Sinner Eau de Parfum,Kat Von D,3.4,0.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
86,Daisy Eau de Toilette Spray,Marc Jacobs,1.7,0.6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
86,Omnia Pink Sapphire Candy,BVLGARI,2.2,0.7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
86,Omnia Crystalline Candy ,BVLGARI,2.2,0.7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
88,Euphoria Forbidden,CK,3.4,0.35,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
89,Couture Couture,Juicy Couture,3.4,0.8,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,2
90,Versace Dylan Blue EdP,Versace,1.7,0.55,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2
90,Men's Luna Rossa,Prada,3.4,0.5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
92,Versace Eros Pour Femme,Versace,1.7,0.5,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
92,Juicy Couture Malibu ,Juicy Couture,5,0.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
92,Men's Amber Pour Homme,Prada,3.4,0.4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
94,Juicy Couture I Love Juicy Couture,Juicy Couture,3.4,0.55,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2
94,Dolce Garden,Dolce & Gabbana,1.6,0.7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
94,Candy Kiss,Prada,1.7,0.6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
95,Versace Yellow Diamond,Versace,3,0.3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
95,Mémoire d'une Odeur Eau de Parfum,Gucci,2,0.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
95,SAUVAGE,Dior,3.4,0.35,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
95,Coach Platinum,Coach,3.3,0.58,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2
95,Men's Y ,Yves Saint Laurent,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
97,Black Opium,Yves Saint Laurent,1.6,0.7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
98,L'Ombre dans L'Eau Eau de Toilette,Diptqyue,1.7,0.2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2
98,euphoura,CK,3.4,0.55,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,2
98,Paris Eau de Toilette,Yves Saint Laurent,4.2,0.6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
99,My Burberry Black Parfum,Burberry,1.7,0.4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2
99,Marc Jacobs Decadence,Marc Jacobs,1.7,0.7,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2
100,Burberry Brit Rhythm Floral,Burberry,3.3,0.3,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
100,J'Adore,Dior,1.7,0.55,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
100,MISS DIOR ABSOLUTELY BLOOMING,Dior,1.7,0.5,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
100,Coach EdP,Coach,3,0.55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
100,Candy Gloss,Prada,2.7,0.6,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
102,Miss Dior,Dior,3.4,0.45,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
102,Opium,Yves Saint Laurent,3,0.6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
105,My Burberry Eau de Toilette,Burberry,3.3,0.4,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
105,Juicy Couture Oui,Juicy Couture,3.4,0.55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
106,Marc Jacobs Daisy Dream,Marc Jacobs,3.4,0.6,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2
108,Gucci,Gucci,3,0.4,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2
110,34 Eau de Toilette,Diptqyue,1.7,0.65,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
112,Versace Bright Crystal Absolu,Versace,3,0.35,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,2
114,Goldea The Roman Night Absolute,BVLGARI,2.5,0.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
118,Daisy Eau So Fresh Eau de Toilette,Marc Jacobs,4.2,0.65,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
120,Versace Dylan Blue,Versace,6.7,0.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2
120,Mémoire d'une Odeur Eau de Parfum,Gucci,3.3,0.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
120,Alien,Thierry Mugler,2,0.5,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2
120,Dolce Peony,Dolce & Gabbana,2.5,0.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2
120,Dolce ROSA EXCELSA,Dolce & Gabbana,2.5,0.7,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
122,Marc Jacobs Decadence,Marc Jacobs,3.4,0.7,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2
124,L'Homme Prada Men's,Prada,5.1,0.6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
124,Black Opium Intense,Yves Saint Laurent,3,0.7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
124,Candy,Prada,2.7,0.6,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
124,Mon Paris Couture ,Yves Saint Laurent,3,0.8,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
126,My Burberry Blush,Burberry,3.3,0.4,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2
127,My Burberry Black Parfum,Burberry,3.3,0.4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2
130,Myrrh & Tonka Cologne Intense,JoMalone,1.7,0.3,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2
130,J'Adore EdT,Dior,3.4,0.55,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
130,Juicy Couture Royal Rose,Juicy Couture,3.4,0.9,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
130,Angel,Thierry Mugler,2.5,0.5,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2
132,La Femme Prada,Prada,3.4,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
135,Men's Luna Rossa Carbon,Prada,5.1,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
140,L'Ombre dans L'Eau Eau de Toilette,Diptqyue,3.4,0.2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2
140,Black Cedarwood & Juniper Cologne,JoMalone,3.4,0.1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2
145,Alien,Thierry Mugler,3,0.5,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2
145,Mon Paris ,Yves Saint Laurent,5,0.7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
146,SPLENDIDA BVLGARI Iris D'Or,BVLGARI,3.4,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
148,English Pear & Freesia Cologne with Daisy Leaf Lace Design,JoMalone,3.4,0.3,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,2
150,ACQUA DI GIÒ,Giorgio Armani,10.1,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
151,Eau des Merveilles,Hermes,3.38,0.6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
155,BLEU DE CHANEL Eau de Parfum,Chanel,5,0.2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
155,allure homme édition blanche,Chanel,5,0.4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
159,Caleche,Hermes,3.38,0.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
159,Hiris,Hermes,3.38,0.5,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
165,Gucci Bloom,Gucci,5,0.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
166,L'Ambre des Merveilles,Hermes,3.38,0.5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
170,34 Eau de Toilette,Diptqyue,3.4,0.65,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
170,Private Collection Tuberose Gardenia,EsteeLauder,2.5,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
174,Men's L'Homme,Yves Saint Laurent,6.7,0.5,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
175,FIGUES & AGRUMES,LANCOME,3.4,0.7,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
175,Eau d'orange verte,Hermes,6.76,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
175,ORANGERIE VENISE,Giorgio Armani,3.4,0.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
180,Aegea Blossom,EsteeLauder,3.4,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
180,Tangier Vanille,EsteeLauder,3.4,0.6,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
180,Evening Rose,EsteeLauder,3.4,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
180,Iris Meadow,EsteeLauder,3.4,0.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
185,Terre d'Hermes ,Hermes,6.76,0.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
190,Dark Amber & Ginger Lily Cologne Intense,JoMalone,3.4,0.3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2
190,Wood Mystique,EsteeLauder,3.4,0.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
198,JASMINS MARZIPANE,LANCOME,3.4,0.7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
198,IRIS DRAGEES,LANCOME,3.4,0.7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
200,Absolus d'Orient Musc Noble,Guerlain,4.2,0.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
200,Santal Royal,Guerlain,4.2,0.7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
208,ÔUD BOUQUET,LANCOME,3.4,0.7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
208,ÔUD AMBROISIE,LANCOME,3.4,0.7,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
210,MISS DIOR ORIGINAL,Dior,0.5,0.6,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
210,coco mademoiselle,Chanel,0.5,0.4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
210,n°19,Chanel,0.5,0.4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2
215,coco mademoiselle,Chanel,6.8,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
228,DOLCE&GABBANA Light Blue,Dolce & Gabbana,6.6,0.5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2
240,Evening Rose d'Or,EsteeLauder,3.4,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
270,Tuberose Angelica Rich Extract,JoMalone,3.4,0.35,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2
280,"A Winter Melody, Cypress",Gucci,5,0.4,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
295,LA VIE EST BELLE X ATELIER PAULIN,LANCOME,1.7,0.7,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2
340,"Tears of Iris, Iris",Gucci,3.4,0.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
340,"The Virgin Violet, Violet",Gucci,3.4,0.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
370,"A Song for the Rose, Rose",Gucci,3.4,0.5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
